county_name,cbp_small_biz_count,crunchbase_count,state_abbv,pop_est_2013,state_name,crunchbase_per_capita,cbp_per_capita,land_area_sqmile,pop_density
DeKalb County,1079,0,AL,71013,Alabama,0,0.015194401,267.582,2665.874386
Del Norte County,417,0,CA,27873,California,0,0.014960715,1006.373,27.69649027
Delaware County,496,0,IA,17534,Iowa,0,0.028287898,1442.44,32.39094867
Delaware County,1059,1,NY,46722,New York,2.14032E-05,0.022665982,738.177,56.05295207
Delaware County,12589,137,PA,561973,Pennsylvania,0.000243784,0.022401432,577.756,30.3484516
Delaware County,4133,16,OH,184979,Ohio,8.64963E-05,0.022343077,443.098,417.4674677
Delaware County,2318,0,IN,117484,Indiana,0,0.019730346,392.124,299.6093073
Delaware County,729,0,OK,41377,Oklahoma,0,0.017618484,183.843,3056.809343
Delta County,1062,1,MI,36905,Michigan,2.70966E-05,0.028776589,1171.096,31.51321497
Delta County,818,0,CO,30483,Colorado,0,0.026834629,1142.05,26.69147585
Delta County,60,0,TX,5238,Texas,0,0.011454754,256.825,20.39521075
Denali Borough,103,1,AK,1867,Alaska,0.000535619,0.05516872,12751.411,0.146415169
Dent County,416,0,MO,15730,Missouri,0,0.026446281,752.79,20.8956017
Denton County,12489,59,TX,728799,Texas,8.09551E-05,0.017136412,878.432,829.6589833
Denver County,22769,530,CO,649495,Colorado,0.000816019,0.035056467,153,4245.065359
Des Moines County,1102,0,IA,40480,Iowa,0,0.02722332,416.123,97.27892955
Deschutes County,6075,42,OR,165954,Oregon,0.000253082,0.03660653,3018.186,54.98468285
Desha County,312,0,AR,12505,Arkansas,0,0.02495002,768.152,16.27933013
DeSoto County,2609,2,MS,168240,Mississippi,1.18878E-05,0.015507608,637.059,54.18179478
DeSoto County,426,0,FL,34517,Florida,0,0.012341745,476.145,353.3377438
Deuel County,137,1,SD,4320,South Dakota,0.000231481,0.031712963,622.686,6.937686089
Deuel County,58,0,NE,1937,Nebraska,0,0.029943211,439.851,4.403764002
Dewey County,148,0,OK,4844,Oklahoma,0,0.030553262,2302.494,2.426064954
Dewey County,84,0,SD,5586,South Dakota,0,0.015037594,999.476,4.846539587
DeWitt County,441,0,TX,20503,Texas,0,0.021509047,908.975,22.55617591
Dickens County,42,1,TX,2291,Texas,0.000436491,0.018332606,901.724,2.540688725
Dickenson County,201,0,VA,15486,Virginia,0,0.012979465,330.532,46.85174204
Dickey County,223,0,ND,5248,North Dakota,0,0.042492378,1131.47,4.638214005
Dickinson County,769,0,IA,16955,Iowa,0,0.045355352,847.072,23.14915379
Dickinson County,880,0,MI,26098,Michigan,0,0.033719059,761.4,34.27633307
Dickinson County,473,0,KS,19609,Kansas,0,0.024121577,380.606,44.5473797
Dickson County,895,1,TN,50266,Tennessee,1.98942E-05,0.017805276,489.896,102.605451
Dillingham Census Area,92,0,AK,5010,Alaska,0,0.018363273,18568.778,0.269807739
Dillon County,474,0,SC,31229,South Carolina,0,0.0151782,404.872,77.13301982
Dimmit County,232,0,TX,10897,Texas,0,0.021290263,1328.884,8.20011378
Dinwiddie County,349,0,VA,27904,Virginia,0,0.012507167,503.716,55.39629474
District of Columbia,21839,460,DC,646449,District of Columbia,0.00071158,0.033783021,61.048,10589.19211
Divide County,120,0,ND,2314,North Dakota,0,0.051858254,1260.786,1.83536302
Dixie County,184,0,FL,15940,Florida,0,0.011543287,705.053,22.60822945
Dixon County,104,0,NE,5851,Nebraska,0,0.017774739,476.232,12.28602866
Doddridge County,69,0,WV,8344,West Virginia,0,0.008269415,319.72,26.09783561
Dodge County,1010,0,NE,36515,Nebraska,0,0.027659866,875.625,100.8925054
Dodge County,423,0,MN,20349,Minnesota,0,0.020787262,528.706,69.0648489
Dodge County,1732,3,WI,88344,Wisconsin,3.39582E-05,0.01960518,495.89,42.79376475
Dodge County,338,0,GA,21221,Georgia,0,0.015927619,439.276,46.32395123
Dolores County,53,0,CO,2029,Colorado,0,0.026121242,1067.051,1.901502365
Dona Ana County,3550,4,NM,213460,New Mexico,1.87389E-05,0.01663075,3815,55.95281782
Doniphan County,145,0,KS,7851,Kansas,0,0.018468985,393.405,19.95653334
Donley County,85,0,TX,3522,Texas,0,0.024134015,926.886,3.799820043
Dooly County,159,0,GA,14304,Georgia,0,0.011115772,391.94,36.49538195
Door County,1303,1,WI,27896,Wisconsin,3.58474E-05,0.046709206,481.978,57.87816041
Dorchester County,716,4,MD,32660,Maryland,0.000122474,0.021922841,573.233,253.6438063
Dorchester County,2110,2,SC,145397,South Carolina,1.37554E-05,0.014511991,540.765,60.39592059
Dougherty County,2330,1,GA,92969,Georgia,1.07563E-05,0.025062117,328.689,282.8479201
Douglas County,1340,0,MN,36545,Minnesota,0,0.036667123,5036.075,21.23479098
Douglas County,104,0,SD,3023,South Dakota,0,0.034402911,1819.264,21.69613646
Douglas County,1593,1,NV,47118,Nevada,2.12233E-05,0.033808736,1304.136,33.65216511
Douglas County,586,0,IL,19887,Illinois,0,0.029466486,840.248,364.1341604
Douglas County,15001,103,NE,537256,Nebraska,0.000191715,0.027921512,813.632,16.61070361
Douglas County,8024,10,CO,305963,Colorado,3.26837E-05,0.026225393,709.719,66.38965562
Douglas County,1026,5,WI,43887,Wisconsin,0.000113929,0.023378221,637.3,57.34348031
Douglas County,2629,15,KS,114322,Kansas,0.000131208,0.022996449,455.871,250.7770839
Douglas County,2406,1,OR,106940,Oregon,9.35104E-06,0.022498597,431.802,7.000893928
Douglas County,2388,3,GA,136379,Georgia,2.19975E-05,0.017510027,416.665,47.72899092
Douglas County,675,0,WA,39471,Washington,0,0.017101163,328.455,1635.706566
Douglas County,199,0,MO,13515,Missouri,0,0.01472438,200.067,681.6666417
Drew County,405,0,AR,18785,Arkansas,0,0.021559755,828.356,22.67744786
Dubois County,1286,1,IN,42361,Indiana,2.36066E-05,0.030358112,427.269,99.14363083
Dubuque County,2762,2,IA,95697,Iowa,2.08993E-05,0.028861929,608.305,157.3174641
Duchesne County,738,1,UT,20308,Utah,4.92417E-05,0.036340358,3240.945,6.26607363
Dukes County,1036,0,MA,17256,Massachusetts,0,0.060037089,103.245,167.1364231
Dundy County,66,0,NE,1981,Nebraska,0,0.033316507,919.678,2.154014775
Dunklin County,755,14,MO,31712,Missouri,0.000441473,0.023808022,541.069,58.60990003
Dunn County,192,0,ND,4162,North Dakota,0,0.046131667,2008.46,2.072234448
Dunn County,884,0,WI,44122,Wisconsin,0,0.020035357,850.105,51.90182389
DuPage County,33226,157,IL,932126,Illinois,0.000168432,0.035645396,327.499,2846.19495
Duplin County,834,0,NC,60084,North Carolina,0,0.013880567,816.219,73.61259662
Durham County,6760,349,NC,288133,North Carolina,0.001211246,0.023461388,285.975,1007.546114
Dutchess County,7499,9,NY,296916,New York,3.03116E-05,0.025256301,795.63,373.183515
Duval County,23721,61,FL,885855,Florida,6.886E-05,0.02677752,1793.481,6.490171906
Duval County,163,0,TX,11640,Texas,0,0.014003436,762.192,1162.246521
Dyer County,790,0,TN,38213,Tennessee,0,0.020673593,512.327,74.58712892
Eagle County,3214,5,CO,52460,Colorado,9.53107E-05,0.061265726,1684.53,31.14221771
Early County,210,0,GA,10542,Georgia,0,0.019920319,512.594,20.565984
East Baton Rouge Parish,12044,28,LA,445227,Louisiana,6.28893E-05,0.027051369,455.374,977.7172171
East Carroll Parish,126,0,LA,7529,Louisiana,0,0.01673529,420.704,17.89619305
East Feliciana Parish,247,0,LA,19728,Louisiana,0,0.012520276,453.41,43.5102887
Eastland County,471,0,TX,18245,Texas,0,0.025815292,926.491,19.69258201
Eaton County,2028,1,MI,108348,Michigan,9.22952E-06,0.018717466,575.175,188.3739731
Eau Claire County,2661,5,WI,101438,Wisconsin,4.92912E-05,0.026232773,637.983,158.997967
Echols County,23,0,GA,4057,Georgia,0,0.005669214,414.894,9.77840123
Ector County,3576,1,TX,149378,Texas,6.69443E-06,0.023939268,897.687,166.4032118
Eddy County,78,0,ND,2404,North Dakota,0,0.032445923,4175.726,13.28415705
Eddy County,1333,0,NM,55471,New Mexico,0,0.024030575,630.171,3.81483756
Edgar County,345,0,IL,17960,Illinois,0,0.019209354,623.374,28.81095458
Edgecombe County,746,5,NC,55574,North Carolina,8.99701E-05,0.013423543,505.336,109.9743537
Edgefield County,311,0,SC,26436,South Carolina,0,0.011764261,500.406,52.82910277
Edmonson County,127,0,KY,12062,Kentucky,0,0.010528934,302.883,39.82395843
Edmunds County,129,0,SD,4041,South Dakota,0,0.031922791,1125.956,3.58895019
Edwards County,96,0,KS,2945,Kansas,0,0.032597623,2117.858,0.889578055
Edwards County,144,0,IL,6672,Illinois,0,0.021582734,621.894,4.735533708
Edwards County,37,0,TX,1884,Texas,0,0.019639066,222.416,29.99784188
Effingham County,1182,1,IL,34307,Illinois,2.91486E-05,0.03445361,478.777,71.65548888
Effingham County,672,0,GA,54456,Georgia,0,0.012340238,477.7,113.9962319
El Dorado County,4229,12,CA,181737,California,6.60295E-05,0.02326989,1707.883,106.410685
El Paso County,15974,62,CO,655044,Colorado,9.46501E-05,0.024386148,2126.801,307.9949652
El Paso County,13777,6,TX,827718,Texas,7.24885E-06,0.016644558,1012.693,817.3434595
Elbert County,564,0,CO,23733,Colorado,0,0.023764379,1850.847,12.8227779
Elbert County,422,0,GA,19599,Georgia,0,0.021531711,351.055,55.82885873
Elk County,880,0,PA,31479,Pennsylvania,0,0.027955145,827.358,38.04761663
Elk County,72,0,KS,2655,Kansas,0,0.027118644,644.265,4.120975065
Elkhart County,4832,5,IN,200563,Indiana,2.49298E-05,0.024092181,463.17,433.0224324
Elko County,1092,1,NV,52384,Nevada,1.90898E-05,0.02084606,17169.834,3.050932234
Elliott County,43,0,KY,7637,Kentucky,0,0.005630483,234.315,32.59287711
Ellis County,1139,0,KS,29061,Kansas,0,0.039193421,1231.515,3.386073251
Ellis County,103,0,OK,4170,Oklahoma,0,0.02470024,935.487,166.7324078
Ellis County,2609,7,TX,155976,Texas,4.48787E-05,0.016726932,899.912,32.29315755
Ellsworth County,163,0,KS,6398,Kansas,0,0.025476711,715.847,8.937664054
Elmore County,431,0,ID,26170,Idaho,0,0.01646924,3074.738,8.511294296
Elmore County,1134,1,AL,80902,Alabama,1.23606E-05,0.014016959,618.485,130.8067293
Emanuel County,384,0,GA,22867,Georgia,0,0.016792758,680.604,33.59809816
Emery County,187,0,UT,10749,Utah,0,0.017396967,4462.314,2.408839898
Emmet County,1467,5,MI,33140,Michigan,0.000150875,0.044266747,467.494,70.88861034
Emmet County,317,0,IA,9996,Iowa,0,0.031712685,395.883,25.24988444
Emmons County,123,1,ND,3486,North Dakota,0.000286862,0.035283993,1510.435,2.3079444
Emporia city,236,0,VA,5588,Virginia,0,0.042233357,6.894,810.5599072
Erath County,914,0,TX,39658,Texas,0,0.023047052,1083.071,36.61625138
Erie County,22465,97,NY,919866,New York,0.00010545,0.024422035,1042.693,882.2021439
Erie County,1854,0,OH,76048,Ohio,0,0.024379339,799.154,350.7384059
Erie County,6218,7,PA,280294,Pennsylvania,2.49738E-05,0.02218385,251.558,302.3080164
Escambia County,6572,13,FL,305817,Florida,4.25091E-05,0.021489976,945.08,40.19024844
Escambia County,722,0,AL,37983,Alabama,0,0.019008504,656.461,465.857073
Esmeralda County,14,0,NV,832,Nevada,0,0.016826923,3581.876,0.232280514
Essex County,1160,2,NY,38762,New York,5.15969E-05,0.029926216,1794.228,21.60372037
Essex County,297,0,VA,11229,Virginia,0,0.026449372,663.598,9.359582157
Essex County,18241,222,MA,762550,Massachusetts,0.000291128,0.023921054,492.563,1548.126839
Essex County,18722,123,NJ,789565,New Jersey,0.000155782,0.023711791,257.123,43.67170576
Essex County,116,0,VT,6211,Vermont,0,0.018676542,126.212,6255.863151
Estill County,182,0,KY,14488,Kentucky,0,0.01256212,253.078,57.24717281
Etowah County,2003,0,AL,103931,Alabama,0,0.019272402,534.991,194.2668194
Eureka County,44,0,NV,2076,Nevada,0,0.021194605,4175.684,0.497164057
Evangeline Parish,514,0,LA,33578,Louisiana,0,0.015307642,662.378,50.69310877
Evans County,211,0,GA,10833,Georgia,0,0.019477522,182.853,59.244311
Fairbanks North Star Borough,2468,3,AK,100436,Alaska,2.98698E-05,0.024572862,7338.209,13.68671838
Fairfax city,2205,0,VA,23973,Virginia,0,0.091978476,6.239,3842.442699
Fairfax County,29440,550,VA,1130924,Virginia,0.000486328,0.026031811,390.969,2892.618085
Fairfield County,26916,308,CT,939904,Connecticut,0.000327693,0.028636967,686.277,33.6729921
Fairfield County,2568,5,OH,148867,Ohio,3.3587E-05,0.017250297,624.89,1504.111124
Fairfield County,289,0,SC,23109,South Carolina,0,0.01250595,504.411,295.13036
Fall River County,204,0,SD,6839,South Dakota,0,0.029828922,1739.915,3.930651785
Fallon County,159,1,MT,3079,Montana,0.000324781,0.051640143,1620.772,1.899711989
Falls Church city,865,13,VA,13508,Virginia,0.000962393,0.064036127,1.999,6757.378689
Falls County,223,0,TX,17493,Texas,0,0.012747956,765.483,22.85223839
Fannin County,553,0,GA,23760,Georgia,0,0.023274411,890.837,37.78356759
Fannin County,454,0,TX,33659,Texas,0,0.01348822,386.723,61.43932479
Faribault County,431,0,MN,14191,Minnesota,0,0.030371362,712.476,19.9178639
Faulk County,72,0,SD,2386,South Dakota,0,0.030176027,981.75,2.43035396
Faulkner County,2434,8,AR,119580,Arkansas,6.69008E-05,0.020354574,647.884,184.5700774
Fauquier County,1808,3,VA,67207,Virginia,4.46382E-05,0.02690196,647.449,103.8027706
Fayette County,734,0,TX,24821,Texas,0,0.029571734,950.008,26.1271484
Fayette County,3179,3,GA,108365,Georgia,2.76842E-05,0.02933604,790.339,170.8115125
Fayette County,8427,69,KY,308428,Kentucky,0.000223715,0.027322422,730.811,28.05376493
Fayette County,552,1,IA,20502,Iowa,4.87757E-05,0.026924203,716.482,30.78932897
Fayette County,479,0,IL,22060,Illinois,0,0.021713509,704.786,54.89609612
Fayette County,580,0,OH,28800,Ohio,0,0.020138889,661.55,68.92751871
Fayette County,2674,0,PA,134999,Pennsylvania,0,0.019807554,627.66,26.93974445
Fayette County,435,0,IN,23861,Indiana,0,0.018230585,406.357,70.87364067
Fayette County,306,0,AL,16909,Alabama,0,0.018096871,283.649,1087.357967
Fayette County,777,0,WV,45599,West Virginia,0,0.017039847,215.014,110.9741691
Fayette County,588,1,TN,38690,Tennessee,2.58465E-05,0.015197726,194.342,557.5994896
Fentress County,238,0,TN,17909,Tennessee,0,0.013289408,498.612,35.91770756
Fergus County,433,0,MT,11501,Montana,0,0.0376489,4339.803,2.650120293
Ferry County,133,0,WA,7646,Washington,0,0.017394716,2203.159,3.470471264
Fillmore County,222,0,NE,5698,Nebraska,0,0.038961039,861.3,24.19017764
Fillmore County,604,0,MN,20835,Minnesota,0,0.028989681,575.371,9.903175516
Finney County,975,0,KS,37098,Kansas,0,0.02628174,1301.967,28.49380975
Fisher County,70,0,TX,3856,Texas,0,0.018153527,898.941,4.289491746
Flagler County,1860,3,FL,99956,Florida,3.00132E-05,0.018608188,485.461,205.899135
Flathead County,3870,7,MT,93068,Montana,7.52138E-05,0.041582499,5087.66,18.29288907
Fleming County,249,0,KY,14508,Kentucky,0,0.017162945,348.542,41.6248257
Florence County,103,0,WI,4520,Wisconsin,0,0.022787611,799.964,172.9152812
Florence County,3039,4,SC,138326,South Carolina,2.89172E-05,0.021969839,488.195,9.258595438
Floyd County,414,0,IA,16092,Iowa,0,0.025727069,992.143,6.279336749
Floyd County,157,0,TX,6230,Texas,0,0.025200642,509.911,187.9171071
Floyd County,1773,8,IN,76244,Indiana,0.000104926,0.023254289,500.632,32.14337078
Floyd County,823,0,KY,38728,Kentucky,0,0.021250775,393.345,98.45809658
Floyd County,1945,1,GA,95821,Georgia,1.04361E-05,0.020298264,380.42,40.81804322
Floyd County,307,0,VA,15528,Virginia,0,0.019770737,147.935,515.3885152
Fluvanna County,386,0,VA,25977,Virginia,0,0.014859299,286.005,90.82708344
Foard County,27,0,TX,1277,Texas,0,0.021143305,704.397,1.812898124
Fond du Lac County,2359,1,WI,101798,Wisconsin,9.82338E-06,0.023173343,719.553,141.4739429
Ford County,374,0,IL,13832,Illinois,0,0.027038751,1098.271,31.70346845
Ford County,772,0,KS,34819,Kansas,0,0.022171803,485.616,28.48341076
Forest County,254,0,WI,9126,Wisconsin,0,0.027832566,1014.067,8.999405365
Forest County,101,0,PA,7631,Pennsylvania,0,0.013235487,427.185,17.86345494
Forrest County,1848,5,MS,77059,Mississippi,6.48853E-05,0.023981624,466.314,165.2513113
Forsyth County,5505,4,GA,195405,Georgia,2.04703E-05,0.028172258,408.148,885.0220998
Forsyth County,8211,25,NC,361220,North Carolina,6.92099E-05,0.022731299,224.021,872.2619754
Fort Bend County,10779,34,TX,652365,Texas,5.21181E-05,0.016522959,861.481,757.2598815
Foster County,140,0,ND,3366,North Dakota,0,0.041592395,635.453,5.297008591
Fountain County,320,0,IN,16880,Indiana,0,0.018957346,395.656,42.6633237
Franklin city,289,0,VA,8638,Virginia,0,0.033456819,8.206,1052.644407
Franklin County,334,0,IA,10548,Iowa,0,0.031664771,1696.609,17.97408831
Franklin County,818,0,ME,30495,Maine,0,0.02682407,1629.119,31.72757791
Franklin County,304,0,FL,11598,Florida,0,0.026211416,1242.171,69.74724092
Franklin County,2596,0,MO,101816,Missouri,0,0.025496975,922.681,110.3479968
Franklin County,74,0,NE,3085,Nebraska,0,0.023987034,772.224,196.9441509
Franklin County,1153,2,KY,49648,Kentucky,4.02836E-05,0.023223493,699.319,101.8433648
Franklin County,26982,212,OH,1212263,Ohio,0.00017488,0.022257546,690.426,81.59455177
Franklin County,1582,1,MA,71221,Massachusetts,1.40408E-05,0.02221255,663.645,19.36878904
Franklin County,571,1,KS,25740,Kansas,3.885E-05,0.022183372,633.821,49.74906164
Franklin County,281,0,ID,12854,Idaho,0,0.021860899,633.706,76.20884132
Franklin County,1019,0,VT,48294,Vermont,0,0.02109993,608.857,29.61943445
Franklin County,1159,0,VA,56335,Virginia,0,0.020573356,581.972,18.12458331
Franklin County,3013,1,PA,152085,Pennsylvania,6.57527E-06,0.01981129,575.816,5.357614238
Franklin County,763,0,IL,39202,Illinois,0,0.019463293,571.756,45.019204
Franklin County,989,0,NY,51688,New York,0,0.019134035,563.779,14.06756903
Franklin County,414,0,GA,22009,Georgia,0,0.018810487,554.542,74.16751121
Franklin County,408,0,IN,22951,Indiana,0,0.017777003,534.725,21.68965356
Franklin County,1404,1,WA,86638,Washington,1.15423E-05,0.01620536,532.188,2277.884883
Franklin County,508,0,AL,31532,Alabama,0,0.016110618,491.682,126.6265594
Franklin County,659,0,TN,41129,Tennessee,0,0.016022758,408.889,95.87443047
Franklin County,166,0,TX,10660,Texas,0,0.015572233,384.43,59.70137606
Franklin County,278,0,AR,18034,Arkansas,0,0.015415327,284.391,37.48360532
Franklin County,925,0,NC,62260,North Carolina,0,0.014857051,261.497,84.16540152
Franklin County,117,0,MS,7931,Mississippi,0,0.014752238,207.747,238.9829937
Franklin Parish,384,0,LA,20571,Louisiana,0,0.018667056,624.585,32.93546915
Frederick County,5945,36,MD,241409,Maryland,0.000149125,0.024626257,660.221,365.6487752
Frederick County,1441,2,VA,81319,Virginia,2.45945E-05,0.017720336,413.496,196.6621201
Fredericksburg city,1311,5,VA,28132,Virginia,0.000177734,0.046601735,10.44,2694.636015
Freeborn County,805,0,MN,30948,Minnesota,0,0.026011374,707.087,43.76830574
Freestone County,349,0,TX,19646,Texas,0,0.01776443,877.739,22.38250778
Fremont County,1367,1,WY,40998,Wyoming,2.43914E-05,0.03334309,9183.814,4.464158355
Fremont County,187,1,IA,7080,Iowa,0.000141243,0.026412429,1863.525,6.936853544
Fremont County,272,1,ID,12927,Idaho,7.73575E-05,0.021041232,1533.068,30.29937354
Fremont County,821,0,CO,46451,Colorado,0,0.017674539,511.15,13.85112002
Fresno County,15938,21,CA,955272,California,2.19833E-05,0.016684253,5957.991,160.3345826
Frio County,314,0,TX,18065,Texas,0,0.017381677,1133.5,15.93736215
Frontier County,71,0,NE,2709,Nebraska,0,0.026208933,974.592,2.779624704
Fulton County,33715,1014,GA,984293,Georgia,0.001030181,0.034253012,865.595,41.98961408
Fulton County,473,0,IN,20449,Indiana,0,0.023130715,618.194,19.9031372
Fulton County,936,0,OH,42488,Ohio,0,0.02202975,526.635,1869.023137
Fulton County,1180,0,NY,54586,New York,0,0.021617265,495.469,110.1703638
Fulton County,129,0,KY,6385,Kentucky,0,0.020203602,437.551,33.52752022
Fulton County,273,0,PA,14670,Pennsylvania,0,0.018609407,405.443,104.7940154
Fulton County,661,0,IL,36346,Illinois,0,0.01818632,368.388,55.50940856
Fulton County,162,0,AR,12304,Arkansas,0,0.01316645,205.504,31.06995484
Furnas County,169,0,NE,4865,Nebraska,0,0.034737924,719.132,6.765100149
Gadsden County,639,0,FL,46194,Florida,0,0.013832965,516.332,89.46569262
Gage County,672,5,NE,21864,Nebraska,0.000228686,0.030735456,851.491,25.67731192
Gaines County,391,8,TX,18921,Texas,0.000422811,0.02066487,1502.375,12.59405941
Galax city,299,0,VA,7035,Virginia,0,0.042501777,8.24,853.7621359
Gallatin County,4960,33,MT,94720,Montana,0.000348395,0.052364865,2602.689,36.39313034
Gallatin County,102,0,IL,5415,Illinois,0,0.018836565,323.071,16.76102157
Gallatin County,87,1,KY,8474,Kentucky,0.000118008,0.010266698,101.234,83.70705494
Gallia County,554,0,OH,30621,Ohio,0,0.018092159,466.53,65.63565044
Galveston County,5366,26,TX,306782,Texas,8.47507E-05,0.017491248,378.358,810.8246687
Garden County,53,0,NE,1902,Nebraska,0,0.027865405,1704.283,1.116011836
Garfield County,94,0,NE,2035,Nebraska,0,0.046191646,5175.121,0.982199257
Garfield County,2408,1,CO,57302,Colorado,1.74514E-05,0.042022966,4675.356,0.275914818
Garfield County,153,0,UT,5083,Utah,0,0.030100334,2947.563,19.44046658
Garfield County,1708,0,OK,62267,Oklahoma,0,0.02743026,1058.466,58.82758634
Garfield County,28,0,MT,1290,Montana,0,0.021705426,710.686,3.174397695
Garfield County,44,0,WA,2256,Washington,0,0.019503546,569.79,3.571491251
Garland County,2691,1,AR,97173,Arkansas,1.02909E-05,0.027692878,677.781,143.3693184
Garrard County,214,0,KY,16915,Kentucky,0,0.012651493,230.077,73.51886542
Garrett County,904,0,MD,29889,Maryland,0,0.030245241,647.103,46.18893746
Garvin County,705,0,OK,27334,Oklahoma,0,0.025792054,802.121,34.07715295
Garza County,124,0,TX,6317,Texas,0,0.019629571,893.412,7.070646018
Gasconade County,429,0,MO,14901,Missouri,0,0.028790014,517.803,28.77735355
Gaston County,3892,2,NC,209420,North Carolina,9.55019E-06,0.018584662,356.027,588.2138152
Gates County,120,0,NC,11650,North Carolina,0,0.010300429,340.445,34.21991805
Geary County,574,1,KS,37384,Kansas,2.67494E-05,0.015354162,384.618,97.19773906
Geauga County,2752,2,OH,93972,Ohio,2.12829E-05,0.029285319,400.164,234.8337182
Gem County,337,0,ID,16686,Idaho,0,0.020196572,560.9,29.74861829
Genesee County,1343,6,NY,59454,New York,0.000100918,0.022588892,636.977,652.1051781
Genesee County,7732,7,MI,415376,Michigan,1.68522E-05,0.01861446,492.936,120.6120064
Geneva County,400,0,AL,26727,Alabama,0,0.014966139,574.408,46.52964443
Gentry County,198,0,MO,6775,Missouri,0,0.029225092,491.422,13.78652156
George County,310,0,MS,23159,Mississippi,0,0.013385725,478.708,48.37813448
Georgetown County,1760,1,SC,60440,South Carolina,1.65453E-05,0.029119788,813.547,74.29195855
Gibson County,700,0,IN,33612,Indiana,0,0.020825896,602.742,82.05334953
Gibson County,917,1,TN,49457,Tennessee,2.02196E-05,0.018541359,487.486,68.9496724
Gila County,1012,4,AZ,53053,Arizona,7.53963E-05,0.019075264,4757.933,11.15043024
Gilchrist County,214,0,FL,16931,Florida,0,0.012639537,349.677,48.41896951
Giles County,543,0,TN,28746,Tennessee,0,0.018889585,610.927,47.0530849
Giles County,283,0,VA,16925,Virginia,0,0.016720827,355.781,47.57139926
Gillespie County,914,0,TX,25357,Texas,0,0.036045273,1058.214,23.96207194
Gilliam County,72,0,OR,1947,Oregon,0,0.036979969,1204.809,1.616023785
Gilmer County,521,0,GA,28579,Georgia,0,0.018230169,426.54,67.00192245
Gilmer County,127,0,WV,8672,West Virginia,0,0.014644834,338.503,25.61867989
Gilpin County,108,0,CO,5601,Colorado,0,0.019282271,149.896,37.36590703
Glacier County,248,0,MT,13739,Montana,0,0.018050804,2995.937,4.585877473
Glades County,106,0,FL,13345,Florida,0,0.00794305,806.009,16.55688708
Gladwin County,394,0,MI,25493,Michigan,0,0.015455223,501.779,50.80523497
Glascock County,22,0,GA,3102,Georgia,0,0.007092199,143.74,21.5806317
Glasscock County,23,0,TX,1251,Texas,0,0.018385292,900.218,1.389663393
Glenn County,453,0,CA,27940,California,0,0.016213314,1313.947,21.2641758
Gloucester County,871,0,VA,36834,Virginia,0,0.023646631,322.005,901.430102
Gloucester County,5887,6,NJ,290265,New Jersey,2.06708E-05,0.020281467,217.807,169.1130221
Glynn County,2424,3,GA,81508,Georgia,3.68062E-05,0.029739412,419.753,194.1808635
Gogebic County,404,0,MI,15916,Michigan,0,0.025383262,1101.849,14.4448105
Golden Valley County,79,0,ND,1823,North Dakota,0,0.043335162,1175.342,0.730851105
Golden Valley County,16,0,MT,859,Montana,0,0.01862631,1000.786,1.821568247
Goliad County,115,0,TX,7465,Texas,0,0.015405224,852.014,8.761593119
Gonzales County,410,0,TX,20312,Texas,0,0.020185112,1066.688,19.04211916
Goochland County,628,0,VA,21626,Virginia,0,0.02903912,281.415,76.84736066
Goodhue County,1321,0,MN,46464,Minnesota,0,0.028430613,756.838,61.39226624
Gooding County,348,1,ID,15080,Idaho,6.6313E-05,0.023076923,728.973,20.68663723
Gordon County,981,0,GA,55757,Georgia,0,0.017594203,355.808,156.7053017
Goshen County,347,0,WY,13612,Wyoming,0,0.025492213,2225.391,6.116677923
Gosper County,61,0,NE,1972,Nebraska,0,0.030933063,458.155,4.304220187
Gove County,133,0,KS,2769,Kansas,0,0.04803178,1071.665,2.583829835
Grady County,1101,0,OK,53685,Oklahoma,0,0.020508522,1100.497,48.78250463
Grady County,402,0,GA,25278,Georgia,0,0.015903157,454.527,55.61385792
Grafton County,2862,24,NH,89629,New Hampshire,0.00026777,0.031931629,1708.749,52.45299339
Graham County,108,0,KS,2593,Kansas,0,0.041650598,4622.597,8.108429093
Graham County,169,0,NC,8736,North Carolina,0,0.019345238,898.522,2.885850319
Graham County,486,0,AZ,37482,Arizona,0,0.012966224,292.079,29.90971621
Grainger County,220,0,TN,22702,Tennessee,0,0.009690776,280.6,80.90520314
Grand County,795,0,CO,14289,Colorado,0,0.055637203,3671.543,2.549336886
Grand County,445,0,UT,9360,Utah,0,0.047542735,1846.33,7.739136557
Grand Forks County,1898,5,ND,69179,North Dakota,7.22763E-05,0.027436072,1436.376,48.16218038
Grand Isle County,180,0,VT,6987,Vermont,0,0.02576213,81.811,85.40416325
Grand Traverse County,3302,1,MI,89987,Michigan,1.11127E-05,0.036694189,464.331,193.799251
Granite County,111,0,MT,3138,Montana,0,0.035372849,1727.415,1.816587213
Grant County,30,0,NE,633,Nebraska,0,0.047393365,4528.541,1.608244245
Grant County,279,0,SD,7281,South Dakota,0,0.038318912,3961.625,7.40302275
Grant County,213,0,MN,5989,Minnesota,0,0.035565203,2679.513,34.28906671
Grant County,236,0,OR,7283,Oregon,0,0.032404229,1659.139,1.432670801
Grant County,73,0,ND,2377,North Dakota,0,0.03071098,1146.849,44.52983784
Grant County,228,0,KS,7950,Kansas,0,0.028679245,1000.871,4.524059544
Grant County,123,0,OK,4528,Oklahoma,0,0.027164311,776.224,0.815486251
